state,year,month,medium,political_lean,diet_threshold,partisanship_scenario,value
WY,2015,2,tv,R,75,lenient,6.8
WY,2015,3,tv,R,75,lenient,11.8
WY,2015,4,tv,R,75,lenient,16.8
WY,2015,1,online,L,75,lenient,0.8
WY,2015,2,online,L,75,lenient,2.8
WY,2015,3,online,L,75,lenient,4.8
WY,2015,4,online,L,75,lenient,6.8
WY,2015,1,online,R,75,lenient,0.3
WY,2015,2,online,R,75,lenient,0.8
WY,2015,3,online,R,75,lenient,1.8
WY,2015,4,online,R,75,lenient,2.8
WY,2015,1,tv,L,75,strict,6.4
WY,2015,2,tv,L,75,strict,16.4
WY,2015,3,tv,L,75,strict,26.4
WY,2015,4,tv,L,75,strict,36.4
WY,2015,1,tv,R,75,strict,1.4
WY,2015,2,tv,R,75,strict,6.4
WY,2015,3,tv,R,75,strict,11.4
WY,2015,4,tv,R,75,strict,16.4
WY,2015,1,online,L,75,strict,0.4
WY,2015,2,online,L,75,strict,2.4
WY,2015,3,online,L,75,strict,4.4
WY,2015,4,online,L,75,strict,6.4
WY,2015,1,online,R,75,strict,0
WY,2015,2,online,R,75,strict,0.4
WY,2015,3,online,R,75,strict,1.4
WY,2015,4,online,R,75,strict,2.4
US,2015,1,tv,L,50,lenient,10
US,2015,2,tv,L,50,lenient,20
US,2015,3,tv,L,50,lenient,30
US,2015,4,tv,L,50,lenient,40
US,2015,1,tv,R,50,lenient,5
US,2015,2,tv,R,50,lenient,10
US,2015,3,tv,R,50,lenient,15
US,2015,4,tv,R,50,lenient,20
US,2015,1,online,L,50,lenient,2
US,2015,2,online,L,50,lenient,4
US,2015,3,online,L,50,lenient,6
US,2015,4,online,L,50,lenient,8
US,2015,1,online,R,50,lenient,1
US,2015,2,online,R,50,lenient,2
US,2015,3,online,R,50,lenient,3
US,2015,4,online,R,50,lenient,4
US,2015,1,tv,L,50,strict,9.6
US,2015,2,tv,L,50,strict,19.6
US,2015,3,tv,L,50,strict,29.6
US,2015,4,tv,L,50,strict,39.6
US,2015,1,tv,R,50,strict,4.6
US,2015,2,tv,R,50,strict,9.6
US,2015,3,tv,R,50,strict,14.6
US,2015,4,tv,R,50,strict,19.6
US,2015,1,online,L,50,strict,1.6
US,2015,2,online,L,50,strict,3.6
US,2015,3,online,L,50,strict,5.6
US,2015,4,online,L,50,strict,7.6
US,2015,1,online,R,50,strict,0.6
US,2015,2,online,R,50,strict,1.6
US,2015,3,online,R,50,strict,2.6
US,2015,4,online,R,50,strict,3.6
US,2015,1,tv,L,75,lenient,7
US,2015,2,tv,L,75,lenient,17
US,2015,3,tv,L,75,lenient,27
US,2015,4,tv,L,75,lenient,37
US,2015,1,tv,R,75,lenient,2
US,2015,2,tv,R,75,lenient,7
US,2015,3,tv,R,75,lenient,12
US,2015,4,tv,R,75,lenient,17
US,2015,1,online,L,75,lenient,1
US,2015,2,online,L,75,lenient,3
US,2015,3,online,L,75,lenient,5
US,2015,4,online,L,75,lenient,7
US,2015,1,online,R,75,lenient,0.5
US,2015,2,online,R,75,lenient,1
US,2015,3,online,R,75,lenient,2
US,2015,4,online,R,75,lenient,3
US,2015,1,tv,L,75,strict,6.6
US,2015,2,tv,L,75,strict,16.6
US,2015,3,tv,L,75,strict,26.6
US,2015,4,tv,L,75,strict,36.6
US,2015,1,tv,R,75,strict,1.6
US,2015,2,tv,R,75,strict,6.6
US,2015,3,tv,R,75,strict,11.6
US,2015,4,tv,R,75,strict,16.6
US,2015,1,online,L,75,strict,0.6
US,2015,2,online,L,75,strict,2.6
US,2015,3,online,L,75,strict,4.6
US,2015,4,online,L,75,strict,6.6
US,2015,1,online,R,75,strict,0.1
US,2015,2,online,R,75,strict,0.6
US,2015,3,online,R,75,strict,1.6
US,2015,4,online,R,75,strict,2.6
